organism,strain,parameter,unit,direction,low_threshold,low_state,optimal_low,optimal_high,normal_state,high_threshold,high_state,gem_reaction,gem_model,reaction_type,notes,source_type,citation,confidence,resolution_note
HEK293,HEK293T,CO2,%,byproduct,4.0,low_metabolism,4.0,10.0,optimal,15.0,hypercapnia,CS,Recon3D,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=hypercapnia; direction=byproduct; unit=%,domain_knowledge,"Extrapolated from mammalian; HEK293-specific CER not published; CAVEAT: process-dependent, validate on-site",MEDIUM,"CO2 thresholds are CER-derived estimates. Absolute values depend on bioreactor headspace volume, sparge rate, and off-gas analyzer calibration. Use as relative trend indicator, not absolute setpoint. Validate against site-specific off-gas baseline."
HEK293,HEK293T,DO,%,substrate,20.0,hypoxic,20.0,40.0,optimal,80.0,excess,COXE,Recon3D,metabolic,low_state=hypoxic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Emmerling et al. 2016 Hum Gene Ther Methods,MEDIUM,
HEK293,HEK293T,O2,%,substrate,15.0,oxygen_depleted,15.0,18.0,balanced,21.0,low_demand,COXE,Recon3D,metabolic,low_state=oxygen_depleted; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,domain_knowledge,"Extrapolated from mammalian off-gas; limited HEK293 data; CAVEAT: assumes air inlet, validate analyzer calibration",MEDIUM,"O2 off-gas thresholds depend on inlet composition (air vs enriched O2), sparge rate, headspace pressure, and analyzer placement. Values assume standard air inlet (21% O2). Use OUR/CER ratio (RQ) for more reliable metabolic state assessment than absolute off-gas %."
HEK293,HEK293T,VCD,e6/mL,output,1.0,slow_growth,1.0,2.5,transfection_ready,5.0,overgrown,BIOMASS_hek293,Recon3D,custom_exchange,low_state=slow_growth; normal_state=transfection_ready; high_state=overgrown; direction=output; unit=e6/mL,literature,Grieger et al. 2016 Nat Protoc (293T density),MEDIUM,
HEK293,HEK293T,agitation,rpm,control,60.0,poor_mixing,60.0,130.0,optimal,200.0,shear_risk,kLa,Recon3D,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=shear_risk; direction=control; unit=rpm,literature,Grieger et al. 2016 Nat Protoc; HEK293 shear sensitivity,MEDIUM,
HEK293,HEK293T,ammonia,mM,byproduct,2.0,optimal,2.0,5.0,moderate,8.0,toxic,GLNS,Recon3D,metabolic,low_state=optimal; normal_state=moderate; high_state=toxic; direction=byproduct; unit=mM,domain_knowledge,Extrapolated from mammalian; HEK293-specific data sparse,MEDIUM,"Inherited from HEK293 base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: Extrapolated from mammalian; HEK293-specific data sparse. Strain delta verified by domain expertise, not independent publication."
HEK293,HEK293T,glucose,g/L,substrate,1.5,flux_limited,1.5,3.5,optimal,6.0,overflow_risk,HEX1,Recon3D,metabolic,low_state=flux_limited; normal_state=optimal; high_state=overflow_risk; direction=substrate; unit=g/L,literature,Grieger et al. 2016 Nat Protoc; Henry et al. 2011 Biotechnol Bioeng,MEDIUM,
HEK293,HEK293T,lactate,g/L,byproduct,0.5,optimal,0.5,2.5,moderate,5.0,critical,LDH_L,Recon3D,metabolic,low_state=optimal; normal_state=moderate; high_state=critical; direction=byproduct; unit=g/L,literature,Cervera et al. 2013 J Biotechnol; Blessing et al. 2019 Mol Ther,MEDIUM,
HEK293,HEK293T,pH,,indicator,6.9,acidosis,6.9,7.2,optimal,7.5,alkalosis,ATPM,Recon3D,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Grieger et al. 2016 Nat Protoc,HIGH,
HEK293,HEK293T,temperature,C,control,35.0,cold_shift,35.0,37.0,optimal,38.5,heat_stress,TEMP_SHIFT,Recon3D,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,literature,Grieger et al. 2016 Nat Protoc,HIGH,
HEK293,HEK293T,titer,TU/mL,product,100000.0,low_production,100000.0,10000000.0,on_track,1000000000.0,high_producing,LV_production,Recon3D,custom_exchange,low_state=low_production; normal_state=on_track; high_state=high_producing; direction=product; unit=TU/mL,literature,Dull et al. 1998 J Virol; Naldini et al. 1996 Science,HIGH,
HEK293,HEK293T,viability,%,indicator,60.0,critical,60.0,75.0,healthy,95.0,excellent,APOPTOSIS,Recon3D,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,literature,293T SV40 T fragility; Bhatt et al. 2021 Mol Ther Methods,MEDIUM,
P. pastoris,KM71H,CO2,%,byproduct,2.0,low_metabolism,2.0,10.0,optimal,18.0,high_respiration,FDH,iMT1026v3,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=high_respiration; direction=byproduct; unit=%,literature,Cos et al. 2006 (CER/RQ for methanol phase),MEDIUM,
P. pastoris,KM71H,DO,%,substrate,12.0,hypoxic,12.0,25.0,optimal,70.0,excess,CYOOm,iMT1026v3,metabolic,low_state=hypoxic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Cos et al. 2006 (MutS lower OUR),HIGH,
P. pastoris,KM71H,O2,%,substrate,12.0,high_OUR,12.0,17.0,balanced,21.0,low_demand,AOX,iMT1026v3,metabolic,low_state=high_OUR; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,Cos et al. 2006 (highest OUR of any bioprocess),HIGH,
P. pastoris,KM71H,OD600,OD,output,50.0,low_density,50.0,200.0,induction_ready,400.0,ultra_high_density,BIOMASS_Pp,iMT1026v3,custom_exchange,low_state=low_density; normal_state=induction_ready; high_state=ultra_high_density; direction=output; unit=OD,literature,Cos et al. 2006; Potvin et al. 2012 (OD 200-500),HIGH,
P. pastoris,KM71H,agitation,rpm,control,250.0,poor_mixing,250.0,600.0,optimal,1200.0,extreme,kLa,iMT1026v3,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=extreme; direction=control; unit=rpm,domain_knowledge,KM71H lower O2 demand,MEDIUM,"Inherited from P. pastoris base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: Cos et al. 2006; Potvin et al. 2012 (high-density kLa). Strain delta verified by domain expertise, not independent publication."
P. pastoris,KM71H,ammonia,mM,substrate,1.0,nitrogen_limited,1.0,10.0,optimal,30.0,excess,GLNS,iMT1026v3,metabolic,low_state=nitrogen_limited; normal_state=optimal; high_state=excess; direction=substrate; unit=mM,domain_knowledge,Pichia nitrogen; limited organism-specific threshold studies,MEDIUM,"Inherited from P. pastoris base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: Pichia nitrogen; limited organism-specific threshold studies. Strain delta verified by domain expertise, not independent publication."
P. pastoris,KM71H,ethanol,g/L,byproduct,0.2,optimal,0.2,1.0,moderate,3.0,overflow,ALCD2x,iMT1026v3,metabolic,low_state=optimal; normal_state=moderate; high_state=overflow; direction=byproduct; unit=g/L,literature,Cos et al. 2006 (Crabtree-negative overflow),MEDIUM,
P. pastoris,KM71H,glucose,g/L,substrate,0.5,depleted,0.5,3.0,optimal,8.0,excess,HEX1,iMT1026v3,metabolic,low_state=depleted; normal_state=optimal; high_state=excess; direction=substrate; unit=g/L,literature,Cos et al. 2006 Biotechnol Bioeng; Cereghino & Cregg 2000 FEMS,HIGH,
P. pastoris,KM71H,methanol,g/L,substrate_and_inducer,1.0,sub_induction,1.0,5.0,optimal,10.0,toxic,AOX2,iMT1026v3,metabolic,low_state=sub_induction; normal_state=optimal; high_state=toxic; direction=substrate_and_inducer; unit=g/L,literature,Cos et al. 2006 (MutS AOX1 disrupted),HIGH,
P. pastoris,KM71H,pH,,indicator,5.0,acidic,5.0,6.2,optimal,6.8,above_optimum,EX_h_e,iMT1026v3,metabolic,low_state=acidic; normal_state=optimal; high_state=above_optimum; direction=indicator,literature,Cos et al. 2006 Biotechnol Bioeng; Potvin et al. 2012 Biotechnol Adv,HIGH,
P. pastoris,KM71H,temperature,C,control,25.0,cold_shift,25.0,30.0,optimal,35.0,heat_stress,TEMP_CONTROL,iMT1026v3,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,literature,Cos et al. 2006; Looser et al. 2015,HIGH,
P. pastoris,KM71H,titer,g/L,product,0.3,low_expression,0.3,2.0,on_track,10.0,high_expression,RECPROT_secretion,iMT1026v3,custom_exchange,low_state=low_expression; normal_state=on_track; high_state=high_expression; direction=product; unit=g/L,domain_knowledge,MutS trades speed for controllability,MEDIUM,
P. pastoris,KM71H,viability,%,indicator,70.0,critical,70.0,85.0,healthy,95.0,excellent,STRESS_RESPONSE,iMT1026v3,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,domain_knowledge,Methanol toxicity viability; limited published thresholds,MEDIUM,"Inherited from P. pastoris base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: Methanol toxicity viability; limited published thresholds. Strain delta verified by domain expertise, not independent publication."
P. pastoris,X-33,CO2,%,byproduct,2.0,low_metabolism,2.0,10.0,optimal,18.0,high_respiration,FDH,iMT1026v3,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=high_respiration; direction=byproduct; unit=%,literature,Cos et al. 2006 (CER/RQ for methanol phase),MEDIUM,
P. pastoris,X-33,DO,%,substrate,18.0,hypoxic,18.0,30.0,optimal,70.0,excess,CYOOm,iMT1026v3,metabolic,low_state=hypoxic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Cos et al. 2006 (Mut+ highest OUR),HIGH,
P. pastoris,X-33,O2,%,substrate,12.0,high_OUR,12.0,17.0,balanced,21.0,low_demand,AOX,iMT1026v3,metabolic,low_state=high_OUR; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,Cos et al. 2006 (highest OUR of any bioprocess),HIGH,
P. pastoris,X-33,OD600,OD,output,50.0,low_density,50.0,200.0,induction_ready,400.0,ultra_high_density,BIOMASS_Pp,iMT1026v3,custom_exchange,low_state=low_density; normal_state=induction_ready; high_state=ultra_high_density; direction=output; unit=OD,literature,Cos et al. 2006; Potvin et al. 2012 (OD 200-500),HIGH,
P. pastoris,X-33,agitation,rpm,control,300.0,poor_mixing,300.0,700.0,optimal,1200.0,extreme,kLa,iMT1026v3,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=extreme; direction=control; unit=rpm,literature,Cos et al. 2006; Potvin et al. 2012 (high-density kLa),MEDIUM,
P. pastoris,X-33,ammonia,mM,substrate,1.0,nitrogen_limited,1.0,10.0,optimal,30.0,excess,GLNS,iMT1026v3,metabolic,low_state=nitrogen_limited; normal_state=optimal; high_state=excess; direction=substrate; unit=mM,domain_knowledge,Pichia nitrogen; limited organism-specific threshold studies,MEDIUM,"Inherited from P. pastoris base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: Pichia nitrogen; limited organism-specific threshold studies. Strain delta verified by domain expertise, not independent publication."
P. pastoris,X-33,ethanol,g/L,byproduct,0.2,optimal,0.2,1.0,moderate,3.0,overflow,ALCD2x,iMT1026v3,metabolic,low_state=optimal; normal_state=moderate; high_state=overflow; direction=byproduct; unit=g/L,literature,Cos et al. 2006 (Crabtree-negative overflow),MEDIUM,
P. pastoris,X-33,glucose,g/L,substrate,0.5,depleted,0.5,3.0,optimal,8.0,excess,HEX1,iMT1026v3,metabolic,low_state=depleted; normal_state=optimal; high_state=excess; direction=substrate; unit=g/L,literature,Cos et al. 2006 Biotechnol Bioeng; Cereghino & Cregg 2000 FEMS,HIGH,
P. pastoris,X-33,methanol,g/L,substrate_and_inducer,0.5,sub_induction,0.5,3.0,optimal,7.0,toxic,AOX,iMT1026v3,metabolic,low_state=sub_induction; normal_state=optimal; high_state=toxic; direction=substrate_and_inducer; unit=g/L,literature,Cos et al. 2006 (Mut+ AOX1+AOX2),HIGH,
P. pastoris,X-33,pH,,indicator,5.0,acidic,5.0,6.2,optimal,6.8,above_optimum,EX_h_e,iMT1026v3,metabolic,low_state=acidic; normal_state=optimal; high_state=above_optimum; direction=indicator,literature,Cos et al. 2006 Biotechnol Bioeng; Potvin et al. 2012 Biotechnol Adv,HIGH,
P. pastoris,X-33,temperature,C,control,25.0,cold_shift,25.0,30.0,optimal,35.0,heat_stress,TEMP_CONTROL,iMT1026v3,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,literature,Cos et al. 2006; Looser et al. 2015,HIGH,
P. pastoris,X-33,titer,g/L,product,0.5,low_expression,0.5,3.0,on_track,10.0,high_expression,RECPROT_secretion,iMT1026v3,custom_exchange,low_state=low_expression; normal_state=on_track; high_state=high_expression; direction=product; unit=g/L,literature,Cos et al. 2006; Looser et al. 2015 (secreted protein range),MEDIUM,
P. pastoris,X-33,viability,%,indicator,70.0,critical,70.0,85.0,healthy,95.0,excellent,STRESS_RESPONSE,iMT1026v3,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,domain_knowledge,Methanol toxicity viability; limited published thresholds,MEDIUM,"Inherited from P. pastoris base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: Methanol toxicity viability; limited published thresholds. Strain delta verified by domain expertise, not independent publication."
S. cerevisiae,BY4741,CO2,%,byproduct,2.0,low_metabolism,2.0,10.0,optimal,20.0,high_fermentation,PDC,iMM904,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=high_fermentation; direction=byproduct; unit=%,literature,Verduyn et al. 1992 (RQ/CER for Crabtree),MEDIUM,
S. cerevisiae,BY4741,DO,%,substrate,5.0,anaerobic,5.0,20.0,optimal,70.0,excess,CYOOm,iMM904,metabolic,low_state=anaerobic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Verduyn et al. 1992; van Dijken et al. 2000 Enzyme Microb Technol,HIGH,
S. cerevisiae,BY4741,O2,%,substrate,15.0,high_OUR,15.0,19.0,balanced,21.0,low_demand,CYOOm,iMM904,metabolic,low_state=high_OUR; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,van Dijken et al. 2000 Enzyme Microb Technol,MEDIUM,
S. cerevisiae,BY4741,OD600,OD,output,5.0,lag_or_slow,5.0,15.0,exponential,35.0,high_density,BIOMASS_SC5_notrace,iMM904,custom_exchange,low_state=lag_or_slow; normal_state=exponential; high_state=high_density; direction=output; unit=OD,literature,Brachmann et al. 1998 Yeast (S288C auxotrophy),MEDIUM,
S. cerevisiae,BY4741,agitation,rpm,control,150.0,poor_mixing,150.0,400.0,optimal,700.0,high_shear,kLa,iMM904,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=high_shear; direction=control; unit=rpm,domain_knowledge,Yeast shear tolerant; foam is primary concern,MEDIUM,
S. cerevisiae,BY4741,ammonia,mM,substrate,1.0,nitrogen_limited,1.0,10.0,optimal,30.0,excess,GLNS,iMM904,metabolic,low_state=nitrogen_limited; normal_state=optimal; high_state=excess; direction=substrate; unit=mM,literature,ter Schure et al. 2000 FEMS Microbiol Rev (NCR),HIGH,
S. cerevisiae,BY4741,ethanol,g/L,byproduct,1.0,optimal,1.0,5.0,moderate,15.0,inhibitory,ALCD2x,iMM904,metabolic,low_state=optimal; normal_state=moderate; high_state=inhibitory; direction=byproduct; unit=g/L,literature,Verduyn et al. 1992 Yeast; Ingledew 1999 ethanol tolerance,HIGH,
S. cerevisiae,BY4741,glucose,g/L,substrate,0.5,carbon_limited,0.5,5.0,optimal,12.0,crabtree_overflow,HEX1,iMM904,metabolic,low_state=carbon_limited; normal_state=optimal; high_state=crabtree_overflow; direction=substrate; unit=g/L,literature,Otterstedt et al. 2004 EMBO Rep (S288C Crabtree),MEDIUM,
S. cerevisiae,BY4741,pH,,indicator,4.5,very_acidic,4.5,5.5,optimal,6.5,high_for_yeast,EX_h_e,iMM904,metabolic,low_state=very_acidic; normal_state=optimal; high_state=high_for_yeast; direction=indicator,literature,Verduyn et al. 1992 Yeast; Castan et al. 2002 Biotechnol Bioeng,HIGH,
S. cerevisiae,BY4741,temperature,C,control,25.0,cold_shift,25.0,30.0,optimal,37.0,heat_stress,TEMP_CONTROL,iMM904,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,textbook,Morano et al. 2012 Genetics; Verduyn et al. 1992,HIGH,
S. cerevisiae,BY4741,titer,g/L,product,0.1,low_expression,0.1,0.3,on_track,1.0,high_expression,VLP_assembly,iMM904,custom_exchange,low_state=low_expression; normal_state=on_track; high_state=high_expression; direction=product; unit=g/L,domain_knowledge,Lab strain not optimized,MEDIUM,"Inherited from S. cerevisiae base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: VLP/antigen; product and promoter dependent. Strain delta verified by domain expertise, not independent publication."
S. cerevisiae,BY4741,viability,%,indicator,70.0,critical,70.0,85.0,healthy,96.0,excellent,STRESS_RESPONSE,iMM904,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,domain_knowledge,Yeast autolysis; viability thresholds process-specific,MEDIUM,"Inherited from S. cerevisiae base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: Yeast autolysis; viability thresholds process-specific. Strain delta verified by domain expertise, not independent publication."
S. cerevisiae,CEN.PK,CO2,%,byproduct,2.0,low_metabolism,2.0,10.0,optimal,20.0,high_fermentation,PDC,iMM904,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=high_fermentation; direction=byproduct; unit=%,literature,Verduyn et al. 1992 (RQ/CER for Crabtree),MEDIUM,
S. cerevisiae,CEN.PK,DO,%,substrate,5.0,anaerobic,5.0,20.0,optimal,70.0,excess,CYOOm,iMM904,metabolic,low_state=anaerobic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Verduyn et al. 1992; van Dijken et al. 2000 Enzyme Microb Technol,HIGH,
S. cerevisiae,CEN.PK,O2,%,substrate,15.0,high_OUR,15.0,19.0,balanced,21.0,low_demand,CYOOm,iMM904,metabolic,low_state=high_OUR; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,van Dijken et al. 2000 Enzyme Microb Technol,MEDIUM,
S. cerevisiae,CEN.PK,OD600,OD,output,5.0,lag_or_slow,5.0,25.0,exponential,60.0,high_density,BIOMASS_SC5_notrace,iMM904,custom_exchange,low_state=lag_or_slow; normal_state=exponential; high_state=high_density; direction=output; unit=OD,literature,van Dijken et al. 2000 Enzyme Microb Technol,HIGH,
S. cerevisiae,CEN.PK,agitation,rpm,control,150.0,poor_mixing,150.0,400.0,optimal,700.0,high_shear,kLa,iMM904,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=high_shear; direction=control; unit=rpm,domain_knowledge,Yeast shear tolerant; foam is primary concern,MEDIUM,
S. cerevisiae,CEN.PK,ammonia,mM,substrate,1.0,nitrogen_limited,1.0,10.0,optimal,30.0,excess,GLNS,iMM904,metabolic,low_state=nitrogen_limited; normal_state=optimal; high_state=excess; direction=substrate; unit=mM,literature,ter Schure et al. 2000 FEMS Microbiol Rev (NCR),HIGH,
S. cerevisiae,CEN.PK,ethanol,g/L,byproduct,1.0,optimal,1.0,4.0,moderate,12.0,inhibitory,ALCD2x,iMM904,metabolic,low_state=optimal; normal_state=moderate; high_state=inhibitory; direction=byproduct; unit=g/L,literature,van Dijken et al. 2000 (lower Crabtree than S288C),MEDIUM,
S. cerevisiae,CEN.PK,glucose,g/L,substrate,0.5,carbon_limited,0.5,6.0,optimal,15.0,crabtree_overflow,HEX1,iMM904,metabolic,low_state=carbon_limited; normal_state=optimal; high_state=crabtree_overflow; direction=substrate; unit=g/L,literature,van Dijken et al. 2000,MEDIUM,
S. cerevisiae,CEN.PK,pH,,indicator,4.5,very_acidic,4.5,5.5,optimal,6.5,high_for_yeast,EX_h_e,iMM904,metabolic,low_state=very_acidic; normal_state=optimal; high_state=high_for_yeast; direction=indicator,literature,Verduyn et al. 1992 Yeast; Castan et al. 2002 Biotechnol Bioeng,HIGH,
S. cerevisiae,CEN.PK,temperature,C,control,25.0,cold_shift,25.0,30.0,optimal,37.0,heat_stress,TEMP_CONTROL,iMM904,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,textbook,Morano et al. 2012 Genetics; Verduyn et al. 1992,HIGH,
S. cerevisiae,CEN.PK,titer,g/L,product,0.1,low_expression,0.1,0.8,on_track,3.0,high_expression,VLP_assembly,iMM904,custom_exchange,low_state=low_expression; normal_state=on_track; high_state=high_expression; direction=product; unit=g/L,domain_knowledge,Industrial reference; metabolic engineering preferred,MEDIUM,
S. cerevisiae,CEN.PK,viability,%,indicator,70.0,critical,70.0,85.0,healthy,96.0,excellent,STRESS_RESPONSE,iMM904,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,domain_knowledge,Yeast autolysis; viability thresholds process-specific,MEDIUM,"Inherited from S. cerevisiae base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: Yeast autolysis; viability thresholds process-specific. Strain delta verified by domain expertise, not independent publication."
S. cerevisiae,W303,CO2,%,byproduct,2.0,low_metabolism,2.0,10.0,optimal,20.0,high_fermentation,PDC,iMM904,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=high_fermentation; direction=byproduct; unit=%,literature,Verduyn et al. 1992 (RQ/CER for Crabtree),MEDIUM,
S. cerevisiae,W303,DO,%,substrate,5.0,anaerobic,5.0,20.0,optimal,70.0,excess,CYOOm,iMM904,metabolic,low_state=anaerobic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Verduyn et al. 1992; van Dijken et al. 2000 Enzyme Microb Technol,HIGH,
S. cerevisiae,W303,O2,%,substrate,15.0,high_OUR,15.0,19.0,balanced,21.0,low_demand,CYOOm,iMM904,metabolic,low_state=high_OUR; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,van Dijken et al. 2000 Enzyme Microb Technol,MEDIUM,
S. cerevisiae,W303,OD600,OD,output,5.0,lag_or_slow,5.0,18.0,exponential,40.0,high_density,BIOMASS_SC5_notrace,iMM904,custom_exchange,low_state=lag_or_slow; normal_state=exponential; high_state=high_density; direction=output; unit=OD,literature,Ralser et al. 2012 PLoS One,MEDIUM,
S. cerevisiae,W303,agitation,rpm,control,150.0,poor_mixing,150.0,400.0,optimal,700.0,high_shear,kLa,iMM904,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=high_shear; direction=control; unit=rpm,domain_knowledge,Yeast shear tolerant; foam is primary concern,MEDIUM,
S. cerevisiae,W303,ammonia,mM,substrate,1.0,nitrogen_limited,1.0,10.0,optimal,30.0,excess,GLNS,iMM904,metabolic,low_state=nitrogen_limited; normal_state=optimal; high_state=excess; direction=substrate; unit=mM,literature,ter Schure et al. 2000 FEMS Microbiol Rev (NCR),HIGH,
S. cerevisiae,W303,ethanol,g/L,byproduct,1.0,optimal,1.0,5.0,moderate,15.0,inhibitory,ALCD2x,iMM904,metabolic,low_state=optimal; normal_state=moderate; high_state=inhibitory; direction=byproduct; unit=g/L,literature,Verduyn et al. 1992 Yeast; Ingledew 1999 ethanol tolerance,HIGH,
S. cerevisiae,W303,glucose,g/L,substrate,0.5,carbon_limited,0.5,5.0,optimal,15.0,crabtree_overflow,HEX1,iMM904,metabolic,low_state=carbon_limited; normal_state=optimal; high_state=crabtree_overflow; direction=substrate; unit=g/L,literature,Verduyn et al. 1992 Yeast; De Deken 1966 J Gen Microbiol,HIGH,
S. cerevisiae,W303,pH,,indicator,4.5,very_acidic,4.5,5.5,optimal,6.5,high_for_yeast,EX_h_e,iMM904,metabolic,low_state=very_acidic; normal_state=optimal; high_state=high_for_yeast; direction=indicator,literature,Verduyn et al. 1992 Yeast; Castan et al. 2002 Biotechnol Bioeng,HIGH,
S. cerevisiae,W303,temperature,C,control,25.0,cold_shift,25.0,30.0,optimal,37.0,heat_stress,TEMP_CONTROL,iMM904,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,textbook,Morano et al. 2012 Genetics; Verduyn et al. 1992,HIGH,
S. cerevisiae,W303,titer,g/L,product,0.1,low_expression,0.1,0.4,on_track,1.5,high_expression,VLP_assembly,iMM904,custom_exchange,low_state=low_expression; normal_state=on_track; high_state=high_expression; direction=product; unit=g/L,domain_knowledge,Research strain; ade2 may affect folding,MEDIUM,"Inherited from S. cerevisiae base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: VLP/antigen; product and promoter dependent. Strain delta verified by domain expertise, not independent publication."
S. cerevisiae,W303,viability,%,indicator,65.0,critical,65.0,82.0,healthy,96.0,excellent,STRESS_RESPONSE,iMM904,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,domain_knowledge,W303 less robust than CEN.PK,MEDIUM,"Inherited from S. cerevisiae base organism (confidence=MEDIUM). Strain-specific adjustment applied. Base citation: Yeast autolysis; viability thresholds process-specific. Strain delta verified by domain expertise, not independent publication."
